sentence1	sentence2	heuristic	gold_label	data	
De spelers en de dochters trouwen 	De dochters trouwen 	ENTAILMENT	subsequence	TRAIL
De fietsers en de jongens duelleren 	De jongens duelleren 	ENTAILMENT	subsequence	TEST
De jongens en de jongvolwassenen gooien 	De jongvolwassenen gooien 	ENTAILMENT	subsequence	TRAIL
De jongvolwassenen en de mimespelers telefoneren 	De mimespelers telefoneren 	ENTAILMENT	subsequence	TEST
De motorrijders en de soldaten voeren 	De soldaten voeren 	ENTAILMENT	subsequence	TRAIN
De studenten en de mimespelers redden 	De mimespelers redden 	ENTAILMENT	subsequence	TRAIN
De boa's en de spelers schoppen 	De spelers schoppen 	ENTAILMENT	subsequence	TEST
De mimespelers en de motorrijders redden 	De motorrijders redden 	ENTAILMENT	subsequence	TEST
De mimespelers en de motorrijders verlaten 	De motorrijders verlaten 	ENTAILMENT	subsequence	TEST
De motorrijders en de soldaten zagen 	De soldaten zagen 	ENTAILMENT	subsequence	TEST
De vrouwen en de hardlopers borstelen 	De hardlopers borstelen 	ENTAILMENT	subsequence	TEST
De spelers en de boa's verlaten 	De boa's verlaten 	ENTAILMENT	subsequence	TEST
De jongvolwassenen en de hardlopers duelleren 	De hardlopers duelleren 	ENTAILMENT	subsequence	TEST
De jongens en de fietsers worstelen 	De fietsers worstelen 	ENTAILMENT	subsequence	TEST
De klimmers en de vrouwen schoppen 	De vrouwen schoppen 	ENTAILMENT	subsequence	TEST
De soldaten en de klimmers verpletteren 	De klimmers verpletteren 	ENTAILMENT	subsequence	TEST
De studenten en de klimmers leren 	De klimmers leren 	ENTAILMENT	subsequence	TEST
De jongens en de dochters verlaten 	De dochters verlaten 	ENTAILMENT	subsequence	TEST
De hardlopers en de spelers worstelen 	De spelers worstelen 	ENTAILMENT	subsequence	TEST
De boa's en de jongens gooien 	De jongens gooien 	ENTAILMENT	subsequence	TEST
De fotografen en de hardlopers voeren 	De hardlopers voeren 	ENTAILMENT	subsequence	TEST
De mimespelers en de mannen knuffelen 	De mannen knuffelen 	ENTAILMENT	subsequence	TEST
De spelers en de leerlingen borstelen 	De leerlingen borstelen 	ENTAILMENT	subsequence	TRAIN
De klimmers en de fietsers ontwijken 	De fietsers ontwijken 	ENTAILMENT	subsequence	TEST
De studenten en de hardlopers redden 	De hardlopers redden 	ENTAILMENT	subsequence	TEST
De fietsers en de dochters schoppen 	De dochters schoppen 	ENTAILMENT	subsequence	TEST
De fietsers en de spelers verpletteren 	De spelers verpletteren 	ENTAILMENT	subsequence	TRAIN
De jongvolwassenen en de studenten telefoneren 	De studenten telefoneren 	ENTAILMENT	subsequence	TEST
De fietsers en de jongvolwassenen voeren 	De jongvolwassenen voeren 	ENTAILMENT	subsequence	TEST
De spelers en de jongens verlaten 	De jongens verlaten 	ENTAILMENT	subsequence	TRAIL
De vrouwen en de motorrijders verlaten 	De motorrijders verlaten 	ENTAILMENT	subsequence	TEST
De dochters en de motorrijders worstelen 	De motorrijders worstelen 	ENTAILMENT	subsequence	TEST
De hardlopers en de motorrijders telefoneren 	De motorrijders telefoneren 	ENTAILMENT	subsequence	TEST
De jongens en de soldaten verlaten 	De soldaten verlaten 	ENTAILMENT	subsequence	TRAIL
De mimespelers en de jongvolwassenen tekenen 	De jongvolwassenen tekenen 	ENTAILMENT	subsequence	TEST
De fietsers en de vrouwen voeren 	De vrouwen voeren 	ENTAILMENT	subsequence	TEST
De fotografen en de mimespelers breken 	De mimespelers breken 	ENTAILMENT	subsequence	TEST
De mimespelers en de jongvolwassenen telefoneren 	De jongvolwassenen telefoneren 	ENTAILMENT	subsequence	TEST
De leerlingen en de mannen snuffelen 	De mannen snuffelen 	ENTAILMENT	subsequence	TEST
De fietsers en de jongens dragen 	De jongens dragen 	ENTAILMENT	subsequence	TEST
De klimmers en de motorrijders vangen 	De motorrijders vangen 	ENTAILMENT	subsequence	TEST
De fotografen en de mannen dragen 	De mannen dragen 	ENTAILMENT	subsequence	TEST
De jongvolwassenen en de mannen ontwijken 	De mannen ontwijken 	ENTAILMENT	subsequence	TEST
De vrouwen en de studenten redden 	De studenten redden 	ENTAILMENT	subsequence	TRAIN
De mannen en de jongvolwassenen worstelen 	De jongvolwassenen worstelen 	ENTAILMENT	subsequence	TEST
De fietsers en de jongens ontwijken 	De jongens ontwijken 	ENTAILMENT	subsequence	TRAIL
Gekleurde klimmers breken 	Klimmers breken 	ENTAILMENT	subsequence	TEST
Geverfde vrouwen knuffelen 	Vrouwen knuffelen 	ENTAILMENT	subsequence	TEST
Gekleurde fotografen redden 	Fotografen redden 	ENTAILMENT	subsequence	TEST
Gelakte mannen tekenen 	Mannen tekenen 	ENTAILMENT	subsequence	TEST
Gelakte hardlopers trouwen 	Hardlopers trouwen 	ENTAILMENT	subsequence	TRAIN
Getalenteerde studenten vangen 	Studenten vangen 	ENTAILMENT	subsequence	TEST
Gestreepte leerlingen ontwijken 	Leerlingen ontwijken 	ENTAILMENT	subsequence	TRAIN
Gestreepte boa's zagen 	Boa's zagen 	ENTAILMENT	subsequence	TEST
Geverfde fotografen trouwen 	Fotografen trouwen 	ENTAILMENT	subsequence	TEST
Begroeide mimespelers gooien 	Mimespelers gooien 	ENTAILMENT	subsequence	TEST
Begroeide spelers snuffelen 	Spelers snuffelen 	ENTAILMENT	subsequence	TEST
Geverfde boa's trouwen 	Boa's trouwen 	ENTAILMENT	subsequence	TEST
Begroeide klimmers snuffelen 	Klimmers snuffelen 	ENTAILMENT	subsequence	TEST
Getalenteerde vrouwen leren 	Vrouwen leren 	ENTAILMENT	subsequence	TEST
Begroeide mannen ontwijken 	Mannen ontwijken 	ENTAILMENT	subsequence	TEST
Geverfde leerlingen trouwen 	Leerlingen trouwen 	ENTAILMENT	subsequence	TEST
Getalenteerde motorrijders trekken 	Motorrijders trekken 	ENTAILMENT	subsequence	TEST
Begroeide studenten voeren 	Studenten voeren 	ENTAILMENT	subsequence	TEST
Onbeschermde leerlingen snuffelen 	Leerlingen snuffelen 	ENTAILMENT	subsequence	TEST
Onbeschermde mimespelers vangen 	Mimespelers vangen 	ENTAILMENT	subsequence	TRAIL
Getalenteerde klimmers redden 	Klimmers redden 	ENTAILMENT	subsequence	TRAIN
Gekleurde spelers redden 	Spelers redden 	ENTAILMENT	subsequence	TEST
Onbeschermde mannen trouwen 	Mannen trouwen 	ENTAILMENT	subsequence	TEST
Gelakte spelers leren 	Spelers leren 	ENTAILMENT	subsequence	TEST
Gekleurde motorrijders trouwen 	Motorrijders trouwen 	ENTAILMENT	subsequence	TEST
Geverfde fotografen zagen 	Fotografen zagen 	ENTAILMENT	subsequence	TEST
Begroeide klimmers breken 	Klimmers breken 	ENTAILMENT	subsequence	TEST
Begroeide hardlopers leren 	Hardlopers leren 	ENTAILMENT	subsequence	TRAIL
Getalenteerde soldaten studeren 	Soldaten studeren 	ENTAILMENT	subsequence	TEST
Begroeide dochters worstelen 	Dochters worstelen 	ENTAILMENT	subsequence	TEST
Getalenteerde fotografen vangen 	Fotografen vangen 	ENTAILMENT	subsequence	TEST
Gestreepte leerlingen zagen 	Leerlingen zagen 	ENTAILMENT	subsequence	TEST
Geverfde boa's snuffelen 	Boa's snuffelen 	ENTAILMENT	subsequence	TEST
Gestreepte klimmers dragen 	Klimmers dragen 	ENTAILMENT	subsequence	TEST
Begroeide studenten redden 	Studenten redden 	ENTAILMENT	subsequence	TEST
Getalenteerde leerlingen tekenen 	Leerlingen tekenen 	ENTAILMENT	subsequence	TEST
Begroeide leerlingen schoppen 	Leerlingen schoppen 	ENTAILMENT	subsequence	TEST
Onbeschermde klimmers tekenen 	Klimmers tekenen 	ENTAILMENT	subsequence	TEST
Getalenteerde motorrijders worstelen 	Motorrijders worstelen 	ENTAILMENT	subsequence	TEST
Getalenteerde soldaten leren 	Soldaten leren 	ENTAILMENT	subsequence	TRAIL
Getalenteerde jongvolwassenen trouwen 	Jongvolwassenen trouwen 	ENTAILMENT	subsequence	TEST
Geverfde jongens snuffelen 	Jongens snuffelen 	ENTAILMENT	subsequence	TEST
Gestreepte spelers leren 	Spelers leren 	ENTAILMENT	subsequence	TRAIL
Begroeide spelers zagen 	Spelers zagen 	ENTAILMENT	subsequence	TEST
Gelakte fietsers trouwen 	Fietsers trouwen 	ENTAILMENT	subsequence	TEST
Getalenteerde vrouwen duelleren 	Vrouwen duelleren 	ENTAILMENT	subsequence	TRAIL
Gekleurde boa's leren 	Boa's leren 	ENTAILMENT	subsequence	TEST
Onbeschermde boa's trouwen 	Boa's trouwen 	ENTAILMENT	subsequence	TEST
Gelakte studenten verpletteren 	Studenten verpletteren 	ENTAILMENT	subsequence	TEST
Gestreepte klimmers duelleren 	Klimmers duelleren 	ENTAILMENT	subsequence	TEST
Gestreepte jongvolwassenen gooien 	Jongvolwassenen gooien 	ENTAILMENT	subsequence	TEST
Getalenteerde klimmers borstelen 	Klimmers borstelen 	ENTAILMENT	subsequence	TEST
Geverfde boa's zagen 	Boa's zagen 	ENTAILMENT	subsequence	TEST
Getalenteerde studenten worstelen 	Studenten worstelen 	ENTAILMENT	subsequence	TEST
Getalenteerde mannen verlaten 	Mannen verlaten 	ENTAILMENT	subsequence	TRAIN
Onbeschermde soldaten gooien 	Soldaten gooien 	ENTAILMENT	subsequence	TEST
Gestreepte hardlopers verlaten 	Hardlopers verlaten 	ENTAILMENT	subsequence	TEST
Gestreepte motorrijders zagen 	Motorrijders zagen 	ENTAILMENT	subsequence	TEST
Gekleurde mannen worstelen 	Mannen worstelen 	ENTAILMENT	subsequence	TEST
Begroeide motorrijders redden 	Motorrijders redden 	ENTAILMENT	subsequence	TEST
Gekleurde dochters redden 	Dochters redden 	ENTAILMENT	subsequence	TEST
Getalenteerde fietsers borstelen 	Fietsers borstelen 	ENTAILMENT	subsequence	TEST
Onbeschermde studenten trekken 	Studenten trekken 	ENTAILMENT	subsequence	TEST
Gelakte klimmers verlaten 	Klimmers verlaten 	ENTAILMENT	subsequence	TEST
Gelakte mimespelers tekenen 	Mimespelers tekenen 	ENTAILMENT	subsequence	TEST
Onbeschermde dochters verlaten 	Dochters verlaten 	ENTAILMENT	subsequence	TEST
Getalenteerde dochters trekken 	Dochters trekken 	ENTAILMENT	subsequence	TEST
Gekleurde motorrijders tekenen 	Motorrijders tekenen 	ENTAILMENT	subsequence	TEST
Begroeide soldaten vangen 	Soldaten vangen 	ENTAILMENT	subsequence	TEST
Geverfde fietsers schoppen 	Fietsers schoppen 	ENTAILMENT	subsequence	TRAIL
Gestreepte jongens duelleren 	Jongens duelleren 	ENTAILMENT	subsequence	TEST
Geverfde hardlopers snuffelen 	Hardlopers snuffelen 	ENTAILMENT	subsequence	TEST
Onbeschermde hardlopers verpletteren 	Hardlopers verpletteren 	ENTAILMENT	subsequence	TEST
Gekleurde jongens studeren 	Jongens studeren 	ENTAILMENT	subsequence	TEST
Geverfde hardlopers gooien 	Hardlopers gooien 	ENTAILMENT	subsequence	TEST
Getalenteerde spelers tekenen 	Spelers tekenen 	ENTAILMENT	subsequence	TRAIN
Gestreepte fotografen redden 	Fotografen redden 	ENTAILMENT	subsequence	TEST
Getalenteerde hardlopers studeren 	Hardlopers studeren 	ENTAILMENT	subsequence	TEST
Gelakte leerlingen leren 	Leerlingen leren 	ENTAILMENT	subsequence	TEST
Onbeschermde soldaten zagen 	Soldaten zagen 	ENTAILMENT	subsequence	TEST
Gekleurde mannen duelleren 	Mannen duelleren 	ENTAILMENT	subsequence	TEST
Gekleurde mimespelers studeren 	Mimespelers studeren 	ENTAILMENT	subsequence	TEST
Geverfde soldaten voeren 	Soldaten voeren 	ENTAILMENT	subsequence	TEST
Gestreepte klimmers snuffelen 	Klimmers snuffelen 	ENTAILMENT	subsequence	TEST
Gestreepte fotografen gooien 	Fotografen gooien 	ENTAILMENT	subsequence	TEST
Gelakte leerlingen snuffelen 	Leerlingen snuffelen 	ENTAILMENT	subsequence	TEST
Getalenteerde fietsers snuffelen 	Fietsers snuffelen 	ENTAILMENT	subsequence	TEST
Getalenteerde fotografen trouwen 	Fotografen trouwen 	ENTAILMENT	subsequence	TEST
Gekleurde studenten duelleren 	Studenten duelleren 	ENTAILMENT	subsequence	TEST
Getalenteerde fietsers leren 	Fietsers leren 	ENTAILMENT	subsequence	TRAIL
Getalenteerde studenten knuffelen 	Studenten knuffelen 	ENTAILMENT	subsequence	TEST
Begroeide vrouwen gooien 	Vrouwen gooien 	ENTAILMENT	subsequence	TEST
Onbeschermde jongens telefoneren 	Jongens telefoneren 	ENTAILMENT	subsequence	TEST
Gelakte jongvolwassenen telefoneren 	Jongvolwassenen telefoneren 	ENTAILMENT	subsequence	TEST
Gelakte jongvolwassenen borstelen 	Jongvolwassenen borstelen 	ENTAILMENT	subsequence	TRAIN
Geverfde studenten gooien 	Studenten gooien 	ENTAILMENT	subsequence	TEST
Geverfde mimespelers studeren 	Mimespelers studeren 	ENTAILMENT	subsequence	TEST
Gestreepte hardlopers borstelen 	Hardlopers borstelen 	ENTAILMENT	subsequence	TEST
Getalenteerde spelers verlaten 	Spelers verlaten 	ENTAILMENT	subsequence	TEST
Gekleurde klimmers dragen 	Klimmers dragen 	ENTAILMENT	subsequence	TRAIN
De spelers schoppen de boa's wie knuffelen 	De spelers schoppen de boa's 	ENTAILMENT	subsequence	TEST
De fietsers breken de vrouwen wie gooien 	De fietsers breken de vrouwen 	ENTAILMENT	subsequence	TEST
De mannen redden de jongvolwassenen wie breken 	De mannen redden de jongvolwassenen 	ENTAILMENT	subsequence	TEST
De jongens dragen de jongvolwassenen wie zagen 	De jongens dragen de jongvolwassenen 	ENTAILMENT	subsequence	TEST
De motorrijders tekenen de hardlopers wie borstelen 	De motorrijders tekenen de hardlopers 	ENTAILMENT	subsequence	TEST
De boa's breken de mannen wie ontwijken 	De boa's breken de mannen 	ENTAILMENT	subsequence	TEST
De motorrijders trekken de mannen wie zagen 	De motorrijders trekken de mannen 	ENTAILMENT	subsequence	TEST
De jongvolwassenen zagen de dochters wie verlaten 	De jongvolwassenen zagen de dochters 	ENTAILMENT	subsequence	TEST
De boa's vangen de mimespelers wie leren 	De boa's vangen de mimespelers 	ENTAILMENT	subsequence	TEST
De boa's vangen de motorrijders wie verlaten 	De boa's vangen de motorrijders 	ENTAILMENT	subsequence	TEST
De jongvolwassenen leren de dochters wie tekenen 	De jongvolwassenen leren de dochters 	ENTAILMENT	subsequence	TEST
De jongens verpletteren de boa's wie schoppen 	De jongens verpletteren de boa's 	ENTAILMENT	subsequence	TRAIN
De vrouwen schoppen de leerlingen wie snuffelen 	De vrouwen schoppen de leerlingen 	ENTAILMENT	subsequence	TEST
De klimmers knuffelen de leerlingen wie borstelen 	De klimmers knuffelen de leerlingen 	ENTAILMENT	subsequence	TEST
De mimespelers breken de vrouwen wie leren 	De mimespelers breken de vrouwen 	ENTAILMENT	subsequence	TEST
De mannen breken de soldaten wie duelleren 	De mannen breken de soldaten 	ENTAILMENT	subsequence	TEST
De fietsers leren de spelers wie studeren 	De fietsers leren de spelers 	ENTAILMENT	subsequence	TEST
De jongens telefoneren de dochters wie ontwijken 	De jongens telefoneren de dochters 	ENTAILMENT	subsequence	TEST
De leerlingen vangen de fietsers wie zagen 	De leerlingen vangen de fietsers 	ENTAILMENT	subsequence	TEST
De dochters verpletteren de mimespelers wie duelleren 	De dochters verpletteren de mimespelers 	ENTAILMENT	subsequence	TEST
De motorrijders dragen de vrouwen wie zagen 	De motorrijders dragen de vrouwen 	ENTAILMENT	subsequence	TEST
De jongvolwassenen studeren de mannen wie verpletteren 	De jongvolwassenen studeren de mannen 	ENTAILMENT	subsequence	TEST
De spelers voeren de fotografen wie schoppen 	De spelers voeren de fotografen 	ENTAILMENT	subsequence	TEST
De studenten duelleren de mannen wie gooien 	De studenten duelleren de mannen 	ENTAILMENT	subsequence	TRAIN
De spelers leren de studenten wie redden 	De spelers leren de studenten 	ENTAILMENT	subsequence	TEST
De klimmers vangen de hardlopers wie verpletteren 	De klimmers vangen de hardlopers 	ENTAILMENT	subsequence	TEST
De motorrijders dragen de mimespelers wie borstelen 	De motorrijders dragen de mimespelers 	ENTAILMENT	subsequence	TEST
De mimespelers trekken de fietsers wie tekenen 	De mimespelers trekken de fietsers 	ENTAILMENT	subsequence	TEST
De klimmers voeren de fietsers wie knuffelen 	De klimmers voeren de fietsers 	ENTAILMENT	subsequence	TEST
De vrouwen redden de mannen wie leren 	De vrouwen redden de mannen 	ENTAILMENT	subsequence	TEST
De boa's ontwijken de mimespelers wie studeren 	De boa's ontwijken de mimespelers 	ENTAILMENT	subsequence	TEST
De fotografen redden de hardlopers wie vangen 	De fotografen redden de hardlopers 	ENTAILMENT	subsequence	TEST
De leerlingen schoppen de hardlopers wie gooien 	De leerlingen schoppen de hardlopers 	ENTAILMENT	subsequence	TEST
De spelers worstelen de leerlingen wie vangen 	De spelers worstelen de leerlingen 	ENTAILMENT	subsequence	TEST
De hardlopers schoppen de klimmers wie duelleren 	De hardlopers schoppen de klimmers 	ENTAILMENT	subsequence	TEST
De soldaten dragen de boa's wie redden 	De soldaten dragen de boa's 	ENTAILMENT	subsequence	TEST
De jongvolwassenen worstelen de klimmers wie duelleren 	De jongvolwassenen worstelen de klimmers 	ENTAILMENT	subsequence	TEST
De fietsers tekenen de klimmers wie knuffelen 	De fietsers tekenen de klimmers 	ENTAILMENT	subsequence	TEST
De fietsers zagen de jongvolwassenen wie dragen 	De fietsers zagen de jongvolwassenen 	ENTAILMENT	subsequence	TEST
De studenten trekken de dochters wie trouwen 	De studenten trekken de dochters 	ENTAILMENT	subsequence	TEST
De dochters ontwijken de hardlopers wie schoppen 	De dochters ontwijken de hardlopers 	ENTAILMENT	subsequence	TEST
De motorrijders vangen de jongvolwassenen wie zagen 	De motorrijders vangen de jongvolwassenen 	ENTAILMENT	subsequence	TRAIN
De studenten voeren de vrouwen wie trouwen 	De studenten voeren de vrouwen 	ENTAILMENT	subsequence	TEST
De jongvolwassenen snuffelen de klimmers wie ontwijken 	De jongvolwassenen snuffelen de klimmers 	ENTAILMENT	subsequence	TRAIN
